15492	47	6801	2568
895	20	15	2568
15466	40	1474	2568
8580	8	1428	2568
5843	5	12408	2568
4307	15	8144	2568
7004	47	106	2568
15491	8	14202	2568
2674	61	6335	2568
6546	52	10727	2568
14061	2	15501	2568
3149	67	5	2568
22	20	15470	2568
7013	47	3014	2568
2597	28	884	2568
15465	0	67	2568
187	116	568	2568
50	0	7659	2568
15450	1	1263	2568
463	0	7805	2568
3113	52	13110	2568
1186	43	15486	2568
11780	5	449	2568
1248	28	84	2568
8981	0	1138	2568
14783	22	15507	2568
4274	0	15449	2568
6801	47	15492	2568
19	72	42	2568
4246	25	6	2568
15504	1	2143	2568
12596	47	1840	2568
125	28	42	2568
15457	47	11331	2568
1621	19	1830	2568
15521	23	2495	2568
11428	0	76	2568
42	80	19	2568
1923	47	15443	2568
709	0	13885	2568
459	6	8703	2568
1235	1	6389	2568
61	31	15488	2568
15520	4	3848	2568
9040	32	4304	2568
11380	17	78	2568
3014	47	7013	2568
15460	8	1274	2568
1840	47	12596	2568
6110	6	1688	2568
10357	59	3975	2568
4591	1	349	2568
11247	32	2313	2568
2792	1	12858	2568
1830	14	1621	2568
487	25	6144	2568
2474	47	2831	2568
10206	1	224	2568
15443	47	1923	2568
3788	47	511	2568
5249	38	1239	2568
15517	140	339	2568
2203	5	2202	2568
4891	28	5190	2568
4296	5	9444	2568
5829	47	6516	2568
15488	32	61	2568
4669	32	719	2568
719	31	4669	2568
15518	0	1	2568
430	0	7005	2568
2819	5	4325	2568
8994	27	15327	2568
15	1	8272	2568
15491	8	14202	2568
15514	1	5717	2568
1298	47	6410	2568
3383	26	5093	2568
2915	25	7049	2568
583	2	14468	2568
14651	47	342	2568
6410	47	1298	2568
4304	31	9040	2568
3734	0	15482	2568
15510	4	11141	2568
3834	115	1428	2568
2427	76	15515	2568
3975	59	10357	2568
15480	31	106	2568
14755	5	806	2568
2868	8	787	2568
106	8	7004	2568
2831	47	2474	2568
6516	47	5829	2568
15452	0	10789	2568
1478	6	15471	2568
1746	6	1521	2568
14912	0	4710	2568
353	5	431	2568
2228	90	9810	2568
3491	0	3568	2568
3624	0	2580	2568
11	0	15441	2568
7049	25	2915	2568
8642	135	405	2568
15310	149	179	2568
3734	47	4351	2568
2114	33	1126	2568
42	1	13303	2568
15177	28	2241	2568
15428	1	12209	2568
10579	5	1208	2568
3387	47	4348	2568
15495	0	12351	2568
8751	0	15436	2568
15462	20	789	2568
348	2	2597	2568
6144	25	487	2568
692	47	3594	2568
1988	0	15149	2568
663	8	12147	2568
15427	4	81	2568
12014	25	106	2568
1250	37	187	2568
3594	47	692	2568
2216	47	2256	2568
13885	0	4760	2568
3000	4	8241	2568
2256	47	2216	2568
15510	4	11141	2568
10376	0	1276	2568
826	28	514	2568
15520	4	3848	2568
365	5	15438	2568
4573	52	15424	2568
562	28	8758	2568
9887	6	1558	2568
1923	98	15443	2568
15425	15	744	2568
987	147	15433	2568
14651	47	1142	2568
230	2	548	2568
19	69	122	2568
4073	32	592	2568
1923	98	15515	2568
2792	47	621	2568
10932	47	511	2568
172	2	171	2568
12014	8	61	2568
265	8	9442	2568
621	47	2792	2568
1067	0	5990	2568
610	47	12632	2568
234	67	1421	2568
142	31	2065	2568
342	47	14651	2568
11141	14	6222	2568
106	25	12014	2568
592	31	4073	2568
8507	31	106	2568
891	5	10267	2568
1281	117	14645	2568
3383	26	5093	2568
15462	29	789	2568
100	40	42	2568
15515	76	2427	2568
14681	31	2861	2400
1266	32	14979	2400
14979	31	1266	2400
6	8	421	2400
14966	19	57	2400
2134	47	15027	2400
187	1	7837	2400
15027	47	2134	2400
14969	12	63	2400
14933	29	122	2400
1051	104	14972	2400
14992	0	719	2400
15002	7	947	2400
14989	0	81	2400
6650	0	11762	2400
295	15	12797	2400
924	47	2238	2400
1133	28	9165	2400
2238	47	924	2400
12036	20	529	2400
353	5	15033	2400
14971	6	50	2400
15017	8	53	2400
662	0	9520	2400
3780	27	14982	2400
15015	140	2158	2400
74	8	11626	2400
10017	4	48	2400
321	31	14997	2400
8380	8	474	2400
14986	0	347	2400
50	76	14887	2400
14953	25	3220	2400
14976	0	122	2400
14944	75	14945	2400
2804	66	14984	2400
1138	8	14960	2400
9519	0	6	2400
15	52	14879	2400
11874	53	10174	2400
14978	0	64	2400
14938	1	8647	2400
1774	59	14949	2400
210	0	9906	2400
524	31	15030	2400
3220	25	14953	2400
14921	1	191	2400
91	75	14950	2400
115	25	14983	2400
5007	47	13619	2400
15027	47	2134	2400
14944	63	57	2400
1051	104	14972	2400
2134	47	15027	2400
15030	32	524	2400
14352	32	524	2400
14954	12	245	2400
14901	59	2093	2400
11874	53	10174	2400
947	28	884	2400
15005	32	2961	2400
524	31	14352	2400
7434	0	14948	2400
15020	41	258	2400
494	28	4728	2400
2093	59	14901	2400
7137	0	8615	2400
735	5	14955	2400
14983	25	115	2400
14970	0	515	2400
786	1	17	2400
295	47	14951	2400
15018	32	65	2400
455	8	15007	2400
9483	0	3286	2400
65	31	15018	2400
1413	28	1412	2400
14949	59	1774	2400
14950	43	289	2400
3810	57	15013	2400
15003	28	15002	2400
353	5	15033	2400
3102	8	15029	2400
14084	47	3127	2400
3780	27	14981	2400
14988	0	7197	2400
15040	0	1743	2400
258	41	15020	2400
15014	149	112	2400
3127	47	14084	2400
164	98	14947	2400
15000	0	21	2400
66	54	6025	2400
999	50	14942	2400
3510	47	7759	2400
1645	47	7159	2400
1227	1	2440	2400
8289	0	3740	2400
14979	31	1266	2400
86	76	14901	2400
1645	47	7159	2400
1774	47	14949	2400
6565	39	15039	2400
9444	6	1313	2400
2090	75	14975	2400
13692	0	133	2400
7759	47	3510	2400
1193	8	14950	2400
3917	0	272	2400
14974	4	986	2400
14806	47	681	2400
1497	1	11315	2400
494	84	182	2400
1266	32	14979	2400
48	65	7274	2400
9473	47	14977	2400
2090	75	14975	2400
50	99	15008	2400
375	14	3778	2400
7043	37	979	2400
2879	31	9343	2400
11556	0	133	2400
14949	47	1774	2400
11944	0	14783	2400
698	2	14975	2400
19	72	42	2400
7159	47	1645	2400
1662	29	28	2400
681	47	14806	2400
7159	47	1645	2400
2238	47	924	2400
9343	32	2879	2400
14712	47	1453	2400
14700	8	8352	2400
14681	31	2861	2400
14963	20	438	2400
14943	99	610	2400
14783	3	6457	2400
14977	47	9473	2400
14723	108	2241	2400
1056	87	14654	2400
8145	0	14962	2400
8205	28	14439	2400
5012	41	258	2400
15001	47	7917	2400
14970	66	515	2400
1613	5	694	2400
14901	76	86	2400
4403	73	2804	2400
7917	47	15001	2400
14944	75	14945	2400
11	32	11191	2400
716	28	2035	2400
11191	31	11	2400
4303	0	9079	2400
3178	0	6016	2400
15009	47	15010	2400
924	47	2238	2400
13059	2	5006	2400
15037	0	321	2400
15009	47	15010	2400
5007	47	13619	2400
2265	47	6108	2400
409	0	19	2400
295	8	8028	2400
14949	59	1774	2400
15024	53	3375	2400
14970	0	515	2400
358	40	14814	2400
548	43	187	2400
10479	8	4806	2400
14988	0	7197	2400
1774	59	14949	2400
14989	0	81	2400
437	20	7659	2400
12036	20	529	2400
6654	1	1808	2400
6759	163	782	2400
6796	52	5599	2400
3866	28	14999	2400
7542	28	353	2400
278	0	11889	2400
6713	74	2059	2400
7434	0	14948	2400
598	9	15023	2400
15010	47	15009	2400
15010	47	15009	2400
572	31	1235	2400
15002	7	947	2400
4401	0	9484	2400
999	50	14942	2400
6108	47	2265	2400
15005	32	2961	2400
7820	32	1193	2400
2932	47	15022	2400
451	34	10884	2400
4873	23	6776	2400
4769	2	7536	2400
1774	47	14949	2400
2059	5	6713	2400
14783	3	6457	2400
12447	28	8	2400
442	32	77	2400
11946	32	5007	2400
1818	0	6818	2400
2604	45	3539	2400
735	5	13795	2400
12533	20	70	2400
4702	1	1056	2400
14946	40	7971	2400
6713	74	11707	2400
15042	8	665	2400
2932	47	15022	2400
9128	8	5933	2400
2651	0	8868	2400
15014	149	112	2400
14723	108	2241	2400
8270	0	19	2400
2641	0	5012	2400
13059	8	13619	2400
4861	0	4570	2400
15042	8	665	2400
10461	47	10140	2400
10140	47	10461	2400
4758	15	5937	2400
11979	0	65	2400
7743	28	1137	2400
12723	0	3367	2400
11004	47	9786	2400
14084	47	3127	2400
4156	0	15031	2400
9473	47	14977	2400
125	28	42	2400
3917	0	272	2400
4861	0	4570	2400
7493	31	190	2400
4847	41	10545	2400
5007	31	11946	2400
7759	47	3510	2400
7287	0	544	2400
9786	47	11004	2400
77	31	442	2400
2780	0	6076	2400
1046	47	425	2400
9343	15	81	2400
14980	39	791	2400
15029	8	7922	2400
8352	1	14700	2400
12533	0	70	2400
14977	47	9473	2400
10527	0	15041	2400
14986	0	347	2400
13631	0	1110	2400
1848	0	11767	2136
1749	84	14274	2136
42	6	14255	2136
768	7	14266	2136
439	44	187	2136
292	0	14252	2136
14271	28	47	2136
14269	8	469	2136
14247	6	2657	2136
14269	0	469	2136
66	9	14262	2136
14271	28	47	2136
11946	127	14267	2136
1749	84	14274	2136
1002	43	15	2136
14265	1	833	2136
14268	47	2674	2136
14264	8	145	2136
14260	47	86	2136
5302	47	14273	2136
198	28	97	2136
2674	47	14268	2136
86	47	14260	2136
14273	47	5302	2136
2243	47	6944	2136
1848	0	11767	2136
6944	47	2243	2136
14249	40	664	2136
2243	47	14257	2136
7548	13	8682	2136
3810	31	14264	2136
14253	0	959	2136
14257	47	777	2136
439	28	187	2136
125	28	42	2136
86	47	14260	2136
3709	1	460	2136
14254	28	2325	2136
8682	14	7548	2136
2084	5	374	2136
768	7	14266	2136
32	52	14248	2136
2585	0	4330	2136
1209	1	729	2136
14247	6	2657	2136
14260	47	86	2136
1440	51	182	2136
642	57	3281	2136
19	69	122	2136
198	13	97	2136
11245	5	8229	2136
1825	13	4458	2136
339	31	14248	2136
14	69	25	2136
12299	88	6875	2136
14248	32	339	2136
97	40	198	2136
2052	0	11565	2136
3321	5	7179	2136
2735	6	311	2136
729	50	14256	2136
14254	28	2325	2136
439	44	187	2136
14265	1	833	2136
302	84	4728	2136
1002	43	15	2136
1927	50	7269	2136
3457	61	1125	2136
4330	20	28	2136
14	20	15	2136
11975	0	50	2136
6	0	7408	2136
8541	1	14263	2136
1	41	67	2136
666	0	6820	2136
191	31	7949	2136
11946	127	14267	2136
5137	2	449	2136
12870	8	1634	2136
172	46	191	2136
2571	5	1688	2136
116	5	47	2136
19	38	42	2136
585	32	67	2136
5663	40	14258	2136
116	5	47	2136
14	20	26	2136
42	28	9751	2136
7949	32	191	2136
8541	1	14263	2136
13476	0	14253	2136
259	6	6273	2136
11660	1	5886	2136
2531	32	122	2136
2052	0	11565	2136
19	2	42	2136
10456	47	14251	2136
3595	104	4678	2136
14273	47	5302	2136
178	0	8322	2136
1028	0	468	2136
122	31	2531	2136
2243	47	14257	2136
4307	47	5162	2136
67	31	585	2136
9026	0	2917	2136
13212	57	50	2136
439	28	187	2136
260	20	843	2136
2597	28	884	2136
5275	82	4112	2136
1440	51	182	2136
14053	5	5	2064
14068	2	1715	2064
1009	0	14044	2064
14081	47	1881	2064
14029	8	647	2064
66	50	12817	2064
78	47	10021	2064
4643	0	13997	2064
190	2	6667	2064
14089	0	581	2064
1151	6	14076	2064
14020	32	74	2064
1067	52	14052	2064
5241	47	14060	2064
13230	47	1339	2064
54	29	8759	2064
123	15	10415	2064
14060	47	5241	2064
1339	47	13230	2064
11692	53	13951	2064
1067	0	14005	2064
7119	28	13951	2064
138	97	6057	2064
14047	32	28	2064
13057	47	14067	2064
14073	32	106	2064
14045	0	65	2064
14058	1	65	2064
14063	0	487	2064
106	31	14073	2064
14072	65	7197	2064
5509	101	78	2064
14027	0	802	2064
14021	59	14020	2064
14041	28	583	2064
14059	1	343	2064
14020	59	14021	2064
2090	0	14080	2064
14019	59	4506	2064
1515	47	14008	2064
14067	47	13057	2064
360	8	1472	2064
117	47	8871	2064
583	0	14041	2064
13998	1	3331	2064
1440	51	182	2064
10844	1	163	2064
13484	50	14077	2064
6228	53	6033	2064
13484	50	14077	2064
7584	0	260	2064
8871	47	117	2064
14008	47	1515	2064
7180	1	3957	2064
5852	40	14046	2064
7814	13	14061	2064
6674	0	14014	2064
2100	47	11329	2064
14020	59	14021	2064
11329	47	2100	2064
2881	8	2791	2064
25	9	14005	2064
13807	47	53	2064
14060	47	5241	2064
13920	8	44	2064
158	5	14048	2064
5525	47	3604	2064
5933	8	9889	2064
8840	53	5035	2064
53	47	13807	2064
14	29	14065	2064
14061	14	7814	2064
4506	59	14019	2064
457	47	5091	2064
28	76	12671	2064
972	6	14000	2064
11692	53	13951	2064
13670	48	735	2064
12671	76	28	2064
106	31	14073	2064
9060	47	4864	2064
14021	59	14020	2064
3604	47	5525	2064
14072	65	7197	2064
300	20	7921	2064
9980	1	207	2064
5241	47	14060	2064
423	86	14049	2064
7180	1	3957	2064
5852	40	14046	2064
2720	4	47	2064
7522	28	248	2064
11329	47	2100	2064
2720	5	47	2064
14004	47	5831	2064
2172	47	7438	2064
13999	5	712	2064
2653	1	433	2064
8840	53	5035	2064
14073	32	106	2064
3442	0	13920	2064
2100	47	11329	2064
7438	47	2172	2064
14030	28	2224	2064
4864	47	9060	2064
3789	8	5595	2064
61	31	3076	2064
14069	0	3438	2064
3801	47	2893	2064
5509	101	78	2064
2893	47	3801	2064
13312	20	5778	2064
14056	0	7088	2064
2280	15	2281	2064
5075	0	5076	2064
14089	0	581	2064
1067	52	14052	2064
14029	49	28	2064
9185	32	6020	2064
1440	52	182	2064
4506	59	14019	2064
14035	25	8051	2064
86	0	14017	2064
10384	0	14024	2064
6563	0	3902	2064
8453	28	8242	2064
10085	0	732	2064
3076	32	61	2064
14058	104	221	2064
8929	27	32	2064
14068	2	1715	2064
14078	8	13484	2064
4556	1	14051	2064
5325	2	78	2064
11718	5	3832	2064
2281	15	2280	2064
1688	6	7332	2064
5873	47	4429	2064
14084	17	6	2064
6674	0	14014	2064
2090	0	14080	2064
1487	0	6661	2064
7522	28	248	2064
457	47	5091	2064
6020	31	9185	2064
14040	8	64	2064
3795	47	9829	2064
459	20	9162	2064
1775	13	515	2064
14019	59	4506	2064
12236	0	339	2064
2633	28	13755	2064
8147	1	14003	2064
3390	29	14043	2064
5774	6	15	2064
7150	47	6793	2064
78	47	10021	2064
14081	47	1881	2064
14026	47	5396	2064
14	29	575	2064
13580	1	901	2064
13912	47	6674	2064
13230	47	1339	2064
6793	47	7150	2064
4643	0	13997	2064
545	76	3796	2064
1152	28	187	2064
6674	47	13912	2064
3604	0	240	2064
14041	28	583	2064
5282	38	8983	2064
2084	5	374	2064
6674	47	13912	2064
14038	19	5697	2064
12407	0	1060	2064
12443	2	453	2064
13580	6	901	2064
2224	2	14030	2064
6982	144	1488	2064
4656	0	14079	2064
14067	47	13057	2064
125	28	42	2064
971	0	1433	2064
10029	0	627	2064
14031	36	660	2064
13912	47	6674	2064
13057	12	14066	2064
41	40	161	2064
5831	47	14004	2064
1933	53	42	2064
14009	6	4513	2064
515	14	1775	2064
1888	1	6053	2064
3796	76	545	2064
14056	0	7088	2064
14083	19	57	2064
13390	0	1276	2064
2122	32	2126	2064
1067	1	14052	2064
13410	19	57	2064
5697	1	14013	2064
6038	0	838	2064
14035	25	8051	2064
5325	5	4614	2064
2097	5	11333	2064
14028	47	5831	2064
14026	47	5396	2064
14025	0	3525	2064
2126	31	2122	2064
6228	53	6033	2064
7601	142	1522	2064
9829	47	3795	2064
3076	32	61	2064
659	5	14031	2064
5933	8	9889	2064
7392	6	4112	2064
7119	28	13951	2064
14087	47	12501	2064
3183	1	187	2064
13952	0	8888	2064
4273	41	3228	2064
13995	32	66	2064
4963	51	13763	2064
9836	0	13396	2064
482	0	12321	2064
4963	51	13763	2064
5843	5	5258	2064
54	29	8759	2064
1696	38	313	2064
1339	47	13230	2064
13057	47	14067	2064
9479	52	28	2064
12184	73	977	2064
7156	0	70	2064
1609	28	6697	528
6850	5	6851	528
5920	13	6611	528
6696	28	1609	528
5752	32	6761	528
4655	90	6785	528
6815	6	1304	528
6832	5	343	528
6743	47	5834	528
1609	12	6808	528
6810	29	28	528
6677	59	511	528
6846	8	115	528
6841	8	3272	528
5834	47	6743	528
6809	29	28	528
6696	28	1609	528
6750	47	2208	528
6736	0	216	528
42	12	6656	528
6751	1	2570	528
258	104	6709	528
6698	0	524	528
6836	47	6835	528
166	47	6798	528
6817	5	4294	528
6786	47	6753	528
6823	1	2373	528
647	31	6726	528
6121	47	1063	528
6798	47	166	528
2472	47	6737	528
6737	47	2472	528
6746	31	345	528
187	1	6463	528
6726	32	647	528
6680	0	157	528
6633	32	66	528
238	0	6690	528
6463	52	126	528
6760	5	2451	528
1168	0	6734	528
6774	4	716	528
66	31	6633	528
1782	6	1650	528
2163	8	6787	528
258	6	1423	528
6877	0	1255	528
4117	0	6826	528
1067	0	6829	528
3307	4	6239	528
5834	47	6743	528
6773	37	356	528
1453	31	6695	528
187	28	624	528
4655	90	6785	528
1063	47	6121	528
3574	47	2921	528
6743	47	5834	528
6699	15	2208	528
6774	4	716	528
3441	17	477	528
1262	5	1263	528
6673	83	529	528
80	6	6759	528
647	31	6726	528
6836	47	6835	528
1368	14	3484	528
6786	47	6753	528
6815	6	1304	528
6838	41	6839	528
5790	28	47	528
5337	47	6840	528
6840	47	5337	528
19	5	6872	528
6794	34	219	528
2391	47	6692	528
6840	47	5337	528
6875	5	6876	528
5127	29	1340	528
5337	47	6840	528
1763	47	6675	528
6673	83	528	528
2921	47	3574	528
6682	0	577	528
6695	47	4629	528
4629	47	6695	528
53	12	611	528
3484	19	1368	528
6778	8	115	528
6845	47	6844	528
6830	8	6831	528
6839	41	6838	528
6841	8	3272	528
6844	47	6845	528
6692	47	2391	528
6497	41	6691	528
1609	28	6697	528
19	154	122	528
4629	47	6695	528
47	40	6681	528
6740	0	28	528
6726	32	647	528
6843	39	3411	528
6673	83	529	528
63	47	505	528
125	28	42	528
1168	0	6734	528
6838	41	6839	528
6497	41	6691	528
2163	8	6787	528
2472	47	6737	528
4656	0	3524	528
6729	4	6730	528
505	47	63	528
6695	47	4629	528
6691	41	6497	528
636	6	6728	528
1092	0	6326	528
4227	28	191	528
19	154	122	528
5541	0	487	528
2035	5	6720	528
6691	41	6497	528
3249	34	1682	528
1050	5	1538	528
6685	27	126	528
4217	47	2060	528
4316	32	191	528
198	36	97	528
6827	0	6	528
5790	28	47	528
2043	5	1609	528
6686	67	435	528
6750	47	2208	528
6707	8	6019	528
3183	8	579	528
5964	28	3141	528
6706	41	6212	528
191	31	4316	528
6839	41	6838	528
6737	47	2472	528
489	33	6861	528
2542	0	6792	528
4567	47	345	528
6874	37	319	528
1088	2	187	528
6836	32	428	528
6873	6	1013	528
345	47	4567	528
6767	1	9	528
6845	47	6844	528
1857	8	6783	528
6748	47	3810	528
4217	47	2060	528
489	33	6861	528
1609	12	6808	528
166	47	6798	528
6803	15	2241	528
6693	43	844	528
6828	134	42	528
6833	0	1937	528
6844	47	6845	528
6792	47	2542	528
579	2	1152	528
1005	96	6716	528
6212	41	6706	528
978	47	6389	528
947	28	884	528
5861	0	3968	528
6802	15	6803	528
88	37	89	528
1763	47	6675	528
6729	4	6730	528
225	7	6687	528
1005	96	6716	528
3308	0	3306	528
2542	47	6792	528
3249	34	1682	528
6782	4	752	528
172	2	171	528
4446	0	6725	528
6859	76	3698	528
4786	41	529	528
260	2	6164	528
836	20	2938	528
46	0	2310	528
6802	15	2241	528
6747	111	2310	528
593	29	28	528
1624	0	6806	528
6121	47	3102	528
6823	1	2373	528
3698	76	6859	528
1810	28	5	528
6736	0	216	528
5188	0	4243	528
46	0	6747	528
6762	0	6763	528
3249	50	6026	528
258	6	3081	528
300	47	3601	528
3249	50	6026	528
15320	5	2639	2520
2093	47	15314	2520
2004	8	10511	2520
2994	66	15211	2520
3510	0	15312	2520
14882	19	57	2520
600	31	15323	2520
15338	88	1612	2520
15323	32	600	2520
15279	28	198	2520
2158	8	15341	2520
15315	0	625	2520
15291	12	374	2520
66	134	15343	2520
600	8	15304	2520
15282	22	935	2520
15295	0	2456	2520
3957	19	7464	2520
14343	2	1355	2520
524	31	7808	2520
8	88	12364	2520
2668	2	365	2520
15334	52	3079	2520
5785	67	15309	2520
12650	5	516	2520
9404	8	3272	2520
3383	26	5093	2520
15311	0	11141	2520
598	31	15316	2520
12654	147	15301	2520
4251	17	7116	2520
2070	31	115	2520
487	57	11380	2520
7212	31	2804	2520
88	5	14877	2520
1881	47	7651	2520
115	32	2070	2520
15317	8	145	2520
14311	0	782	2520
7651	47	1881	2520
15334	52	3079	2520
4954	0	6672	2520
3281	25	145	2520
1621	13	579	2520
5916	47	12331	2520
13938	6	66	2520
145	25	3281	2520
15346	47	4521	2520
3383	26	5093	2520
1489	5	15336	2520
4540	31	15332	2520
4115	0	13454	2520
5092	76	363	2520
48	1	14545	2520
754	4	10667	2520
4521	47	15346	2520
363	76	5092	2520
2804	32	7212	2520
38	31	7800	2520
199	2	12674	2520
3276	15	15290	2520
15332	32	4540	2520
3793	0	15328	2520
12331	47	5916	2520
2917	28	13763	2520
2187	47	8386	2520
8386	47	2187	2520
7800	32	38	2520
15320	5	2639	2520
600	31	15323	2520
15179	15	28	2520
6278	8	15308	2520
3780	6	5513	2520
15311	0	11141	2520
15282	22	935	2520
32	2	514	2520
12331	47	5916	2520
12654	147	15301	2520
716	28	2035	2520
10737	14	15298	2520
1686	37	7674	2520
15303	19	57	2520
3866	28	1467	2520
363	76	5092	2520
6567	0	13120	2520
2045	29	2688	2520
15323	32	600	2520
187	28	624	2520
15349	6	5469	2520
5916	47	12331	2520
5092	76	363	2520
431	20	13885	2520
15338	88	1612	2520
2994	66	15211	2520
1686	37	7674	2520
5051	19	57	2520
7893	0	15287	2520
348	2	2597	2520
15315	0	625	2520
151	1	12180	2520
11614	8	1649	2520
3582	0	581	2520
8699	61	14545	2520
14545	61	8699	2520
91	39	674	2520
15329	0	13707	2520
172	46	191	2520
4214	50	22	2520
15280	25	221	2520
463	2	4776	2520
142	31	2065	2520
240	43	12405	2520
5541	76	2813	2520
7269	17	437	2520
1467	2	3866	2520
10753	0	2241	2520
1489	5	15336	2520
63	31	4806	2520
19	154	122	2520
585	47	586	2520
15197	0	2844	2520
7581	47	3562	2520
5602	53	3085	2520
6076	7	529	2520
66	31	10349	2520
725	14	500	2520
8756	31	12852	2520
1699	1	4659	2520
12078	0	10292	2520
7013	32	66	2520
693	53	579	2520
15295	0	2456	2520
6097	207	646	2520
519	47	8740	2520
788	20	5426	2520
125	28	42	2520
15337	0	1361	2520
12113	29	636	2520
66	134	15343	2520
3793	0	15328	2520
2870	20	28	2520
2494	13	375	2520
754	4	10667	2520
19	69	122	2520
10350	27	15327	2520
10349	32	66	2520
1489	0	8545	2520
66	31	7013	2520
2065	32	142	2520
